,Unnamed: 0,mesh_id,class,surface_area,sphericity,bounding_box_volume,diameter,eccentricity,A3,D1,D2,D3,D4
0,0,61,Airplane,-1.0603018730886198,-1.1992924645967635,-0.9000535089391243,-0.7886779315646802,0.2785110017279655,"['0.0000000', '0.0007000', '0.1321600', '0.1481000', '0.1274800', '0.1073200', '0.0905200', '0.0767000', '0.0612000', '0.0547000', '0.0468400', '0.0415200', '0.0375600', '0.0329200', '0.0272400', '0.0144200', '0.0006200', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0609391', '0.2462537', '0.2722278', '0.2227772', '0.0969031', '0.1008991', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0305600', '0.0880800', '0.1159800', '0.1240600', '0.1230400', '0.1237000', '0.1306800', '0.1051000', '0.0723800', '0.0339200', '0.0199000', '0.0124600', '0.0090400', '0.0061600', '0.0044000', '0.0005400', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0019240', '0.0368760', '0.1017240', '0.1512960', '0.1672640', '0.1537360', '0.1214920', '0.0892840', '0.0625920', '0.0470520', '0.0342880', '0.0211720', '0.0083400', '0.0026000', '0.0003600', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0059695', '0.0479435', '0.1134340', '0.1661105', '0.1817615', '0.1614980', '0.1248325', '0.0860540', '0.0526865', '0.0294500', '0.0164745', '0.0087290', '0.0038440', '0.0011090', '0.0001035', '0.0000000', '0.0000000', '0.0000000', '0.0000000']"
1,1,62,Airplane,-0.6847792322421072,-1.3234143694727079,-0.6603345323538661,-0.7917767138530658,0.23944177355167248,"['0.0000000', '0.0000000', '0.1262200', '0.1632600', '0.1274000', '0.1084200', '0.0856000', '0.0694600', '0.0588800', '0.0502400', '0.0458000', '0.0448000', '0.0460400', '0.0396200', '0.0248800', '0.0093800', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0959041', '0.2277722', '0.2047952', '0.2282717', '0.1838162', '0.0594406', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0327200', '0.0902800', '0.1184800', '0.1140800', '0.1231400', '0.1284800', '0.1260000', '0.1028200', '0.0664400', '0.0382400', '0.0258000', '0.0172200', '0.0114600', '0.0048400', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0025320', '0.0358280', '0.1002920', '0.1477080', '0.1676480', '0.1607480', '0.1272600', '0.0890840', '0.0616640', '0.0413560', '0.0291960', '0.0205640', '0.0113600', '0.0040280', '0.0007080', '0.0000240', '0.0000000', '0.0000000']","['0.0000000', '0.0074675', '0.0501600', '0.1114545', '0.1604155', '0.1802760', '0.1652055', '0.1270670', '0.0856480', '0.0531870', '0.0301630', '0.0160905', '0.0080760', '0.0036830', '0.0009595', '0.0001450', '0.0000020', '0.0000000', '0.0000000', '0.0000000']"
2,2,63,Airplane,-0.6528489611169355,-1.4217980182497774,-0.6577004568303999,-0.7958976069144166,0.5625977760119248,"['0.0000000', '0.0004400', '0.1429800', '0.1360200', '0.1161400', '0.1178600', '0.0958800', '0.0763000', '0.0617800', '0.0507600', '0.0445400', '0.0411400', '0.0405000', '0.0366600', '0.0258800', '0.0126400', '0.0004800', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.1048951', '0.2097902', '0.1798202', '0.2562438', '0.2127872', '0.0364635', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0022200', '0.0567400', '0.0962400', '0.0909600', '0.0921400', '0.1019400', '0.1315800', '0.1358800', '0.1266400', '0.0736400', '0.0456600', '0.0305600', '0.0115600', '0.0029000', '0.0013400', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0005720', '0.0339040', '0.1048280', '0.1542920', '0.1739560', '0.1550840', '0.1125360', '0.0792280', '0.0630200', '0.0522560', '0.0394600', '0.0229120', '0.0073520', '0.0006000', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0071505', '0.0511405', '0.1133055', '0.1610785', '0.1771500', '0.1626965', '0.1262995', '0.0853410', '0.0543465', '0.0329460', '0.0179985', '0.0079300', '0.0022380', '0.0003555', '0.0000235', '0.0000000', '0.0000000', '0.0000000', '0.0000000']"
3,3,64,Airplane,-0.5283490827116726,-1.0918737196935027,-0.530353849882633,-0.725224447328431,0.4907553215058349,"['0.0000000', '0.0022000', '0.1385000', '0.1385400', '0.1209200', '0.1116600', '0.0951000', '0.0765600', '0.0609800', '0.0552400', '0.0476200', '0.0403600', '0.0366200', '0.0337400', '0.0278600', '0.0128600', '0.0012400', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.1018981', '0.1698302', '0.2637363', '0.2167832', '0.2087912', '0.0389610', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0020000', '0.0460600', '0.0924400', '0.0976800', '0.1032200', '0.1143200', '0.1348000', '0.1353800', '0.1090200', '0.0760000', '0.0395400', '0.0217400', '0.0140600', '0.0107000', '0.0030400', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0035840', '0.0419920', '0.1023640', '0.1475440', '0.1615800', '0.1468560', '0.1174800', '0.0893640', '0.0706360', '0.0571880', '0.0391120', '0.0163040', '0.0046200', '0.0011560', '0.0002200', '0.0000000', '0.0000000', '0.0000000']","['0.0000235', '0.0109435', '0.0533555', '0.1093075', '0.1545685', '0.1731715', '0.1630490', '0.1315705', '0.0920440', '0.0556620', '0.0311355', '0.0156715', '0.0064380', '0.0022375', '0.0006365', '0.0001600', '0.0000255', '0.0000000', '0.0000000', '0.0000000']"
4,4,65,Airplane,-0.3376337938719267,-1.4733868039242908,-0.48159960199264995,-0.7951839191171866,0.6434484892645993,"['0.0000000', '0.0000000', '0.1352400', '0.1444200', '0.1257200', '0.1105000', '0.0964400', '0.0759400', '0.0591600', '0.0516600', '0.0428000', '0.0395000', '0.0397000', '0.0364800', '0.0307800', '0.0116600', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0004995', '0.1048951', '0.2037962', '0.2042957', '0.2737263', '0.1678322', '0.0449550', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0016200', '0.0474200', '0.0907800', '0.0979400', '0.1007200', '0.1228000', '0.1366800', '0.1325800', '0.1020400', '0.0670200', '0.0452600', '0.0280200', '0.0178600', '0.0087600', '0.0005000', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0009640', '0.0340840', '0.1046320', '0.1533800', '0.1715680', '0.1546760', '0.1142560', '0.0840760', '0.0656480', '0.0520480', '0.0346640', '0.0179640', '0.0082040', '0.0029720', '0.0007920', '0.0000720', '0.0000000', '0.0000000']","['0.0000000', '0.0073825', '0.0503615', '0.1127920', '0.1621070', '0.1786655', '0.1618900', '0.1245885', '0.0864250', '0.0551955', '0.0328960', '0.0170260', '0.0073425', '0.0026165', '0.0006325', '0.0000770', '0.0000020', '0.0000000', '0.0000000', '0.0000000']"
5,5,66,Airplane,-0.4957980444450882,-1.668203566251575,-0.6526375084091443,-0.6598482086662273,1.9495738754400516,"['0.0000000', '0.0000000', '0.1431000', '0.1376000', '0.1183600', '0.1115800', '0.0945400', '0.0751400', '0.0672000', '0.0562800', '0.0449800', '0.0396200', '0.0349000', '0.0321200', '0.0284400', '0.0160000', '0.0001400', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0154845', '0.1033966', '0.0984016', '0.3066933', '0.2867133', '0.1473526', '0.0404595', '0.0014985', '0.0000000', '0.0000000']","['0.0000000', '0.0012400', '0.0481400', '0.0872800', '0.1013400', '0.1084800', '0.1231800', '0.1219600', '0.1222600', '0.1090600', '0.0800400', '0.0447800', '0.0300000', '0.0158600', '0.0063600', '0.0000200', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0015760', '0.0394840', '0.1073000', '0.1463440', '0.1639320', '0.1479760', '0.1177480', '0.0884000', '0.0708360', '0.0557200', '0.0360400', '0.0155840', '0.0063600', '0.0022320', '0.0004280', '0.0000400', '0.0000000', '0.0000000']","['0.0000010', '0.0086990', '0.0510025', '0.1099065', '0.1597825', '0.1789400', '0.1642765', '0.1272785', '0.0865600', '0.0545495', '0.0313075', '0.0162635', '0.0075315', '0.0029325', '0.0008295', '0.0001360', '0.0000035', '0.0000000', '0.0000000', '0.0000000']"
6,6,67,Airplane,-0.30025904947389903,-1.2317353040258183,-0.309756923589811,-0.5400351059796616,0.5642965957996597,"['0.0000000', '0.0024400', '0.1410800', '0.1356600', '0.1222200', '0.1092000', '0.0925600', '0.0771000', '0.0660200', '0.0565600', '0.0458000', '0.0387600', '0.0353600', '0.0357200', '0.0273200', '0.0139000', '0.0003000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.1338661', '0.1293706', '0.2477522', '0.2562438', '0.1988012', '0.0339660', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000400', '0.0389400', '0.0893600', '0.1100200', '0.1119000', '0.1247000', '0.1334600', '0.1240200', '0.0970400', '0.0646000', '0.0401000', '0.0342400', '0.0259000', '0.0056800', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0021000', '0.0383520', '0.1020240', '0.1473040', '0.1661040', '0.1573640', '0.1197120', '0.0879560', '0.0661840', '0.0493040', '0.0337400', '0.0174280', '0.0089080', '0.0028600', '0.0006520', '0.0000080', '0.0000000', '0.0000000']","['0.0000000', '0.0070585', '0.0485360', '0.1104800', '0.1616205', '0.1822710', '0.1686850', '0.1284635', '0.0847305', '0.0501895', '0.0281555', '0.0152535', '0.0079045', '0.0040980', '0.0017620', '0.0006400', '0.0001385', '0.0000135', '0.0000000', '0.0000000']"
7,7,68,Airplane,-0.720290915202093,-1.3795233921725158,-0.559378722441681,-0.7661772121783235,0.5214977043137676,"['0.0000000', '0.0000000', '0.1374200', '0.1398600', '0.1252200', '0.1153800', '0.0917800', '0.0755200', '0.0635200', '0.0531200', '0.0444000', '0.0387600', '0.0369600', '0.0340000', '0.0288600', '0.0150200', '0.0001800', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0919081', '0.1678322', '0.3061938', '0.2227772', '0.1363636', '0.0749251', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0004400', '0.0442000', '0.0855200', '0.0961400', '0.1141200', '0.1360000', '0.1411000', '0.1234600', '0.0887000', '0.0594600', '0.0470200', '0.0378800', '0.0169200', '0.0063200', '0.0026400', '0.0000800', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0005080', '0.0306440', '0.1064280', '0.1604000', '0.1679640', '0.1440840', '0.1168280', '0.0977640', '0.0709680', '0.0459160', '0.0277080', '0.0152160', '0.0087000', '0.0038480', '0.0017640', '0.0008560', '0.0003880', '0.0000160']","['0.0000000', '0.0059425', '0.0476270', '0.1112325', '0.1639220', '0.1836325', '0.1676750', '0.1279385', '0.0837300', '0.0507305', '0.0282525', '0.0148500', '0.0076830', '0.0036465', '0.0017375', '0.0007770', '0.0003610', '0.0001720', '0.0000700', '0.0000200']"
8,8,69,Airplane,-0.5943370874890288,-1.495518947657039,-0.7799314311016873,-0.7883493152560738,0.38777541968072715,"['0.0000000', '0.0001000', '0.1378200', '0.1515200', '0.1170400', '0.1070600', '0.0896400', '0.0755600', '0.0668000', '0.0530600', '0.0452800', '0.0419800', '0.0387200', '0.0356600', '0.0271600', '0.0122400', '0.0003600', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0959041', '0.2182817', '0.1963037', '0.2507493', '0.1738262', '0.0649351', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0362400', '0.0984600', '0.1206400', '0.1080200', '0.1087800', '0.1147800', '0.1150400', '0.1156400', '0.0853200', '0.0538200', '0.0256200', '0.0091400', '0.0037400', '0.0047400', '0.0000200', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0004160', '0.0263280', '0.0981760', '0.1607240', '0.1856240', '0.1637360', '0.1170760', '0.0779800', '0.0560120', '0.0435200', '0.0306640', '0.0224880', '0.0108560', '0.0037000', '0.0022800', '0.0004200', '0.0000000', '0.0000000']","['0.0000000', '0.0080905', '0.0513360', '0.1124650', '0.1604115', '0.1775700', '0.1606665', '0.1250700', '0.0880280', '0.0561385', '0.0332285', '0.0173885', '0.0070495', '0.0021065', '0.0003865', '0.0000600', '0.0000045', '0.0000000', '0.0000000', '0.0000000']"
9,9,70,Airplane,-0.8510718001815507,-1.1972709540310171,-0.7937961856492947,-0.7675580632494305,1.0810449743686732,"['0.0000000', '0.0008600', '0.1363400', '0.1441600', '0.1219600', '0.1063600', '0.0944800', '0.0802000', '0.0640800', '0.0527600', '0.0461800', '0.0416400', '0.0357800', '0.0313600', '0.0272000', '0.0158600', '0.0007800', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.0000000', '0.1068931', '0.1463536', '0.3061938', '0.2637363', '0.0759241', '0.1008991', '0.0000000', '0.0000000', '0.0000000']","['0.0000000', '0.0000600', '0.0378800', '0.0905600', '0.1070400', '0.1153400', '0.1188200', '0.1246600', '0.1280600', '0.1163200', '0.0849000', '0.0303800', '0.0173400', '0.0110400', '0.0068000', '0.0051000', '0.0044800', '0.0012200', '0.0000000', '0.0000000']","['0.0000000', '0.0000000', '0.0016560', '0.0374520', '0.1065400', '0.1540960', '0.1616000', '0.1470680', '0.1170040', '0.0876240', '0.0687040', '0.0535160', '0.0369680', '0.0207080', '0.0063000', '0.0007600', '0.0000040', '0.0000000', '0.0000000', '0.0000000']","['0.0000040', '0.0094255', '0.0515155', '0.1104615', '0.1575820', '0.1767640', '0.1632090', '0.1294115', '0.0888435', '0.0552925', '0.0308860', '0.0158105', '0.0071315', '0.0026745', '0.0007430', '0.0001975', '0.0000400', '0.0000080', '0.0000000', '0.0000000']"
