,mesh_id,class,surface_area,sphericity,bounding_box_volume,diameter,eccentricity,A3,D1,D2,D3,D4
0,61,Airplane,0.8165295242928086,0.2431717336994847,0.10475967150052824,1.0004446520194477,29.32336609449073,"[   0   35 6608 7405 6374 5366 4526 3835 3060 2735 2342 2076 1878 1646
 1362  721   31    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 122 493 545 446 194 202   0
   0   0]","[   0    0 1528 4404 5799 6203 6152 6185 6534 5255 3619 1696  995  623
  452  308  220   27    0    0]","[    0     0   481  9219 25431 37824 41816 38434 30373 22321 15648 11763
  8572  5293  2085   650    90     0     0     0]","[     0  11939  95887 226868 332221 363523 322996 249665 172108 105373
  58900  32949  17458   7688   2218    207      0      0      0      0]"
1,62,Airplane,1.0559362989493395,0.22009297931126928,0.15471389600164964,1.000257922426708,28.103264998428774,"[   0    0 6311 8163 6370 5421 4280 3473 2944 2512 2290 2240 2302 1981
 1244  469    0    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 192 456 410 457 368 119   0
   0   0]","[   0    0 1636 4514 5924 5704 6157 6424 6300 5141 3322 1912 1290  861
  573  242    0    0    0    0]","[    0     0   633  8957 25073 36927 41912 40187 31815 22271 15416 10339
  7299  5141  2840  1007   177     6     0     0]","[     0  14935 100320 222909 320831 360552 330411 254134 171296 106374
  60326  32181  16152   7366   1919    290      4      0      0      0]"
2,63,Airplane,1.0762927898569288,0.20179989826154004,0.1552628020662696,1.0000096014375397,38.195171370922814,"[   0   22 7149 6801 5807 5893 4794 3815 3089 2538 2227 2057 2025 1833
 1294  632   24    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 210 420 360 513 426  73   0
   0   0]","[   0  111 2837 4812 4548 4607 5097 6579 6794 6332 3682 2283 1528  578
  145   67    0    0    0    0]","[    0     0   143  8476 26207 38573 43489 38771 28134 19807 15755 13064
  9865  5728  1838   150     0     0     0     0]","[     0  14301 102281 226611 322157 354300 325393 252599 170682 108693
  65892  35997  15860   4476    711     47      0      0      0      0]"
3,64,Airplane,1.1556651394626531,0.26314476612104226,0.1818001295801066,1.0042682969762913,35.95158833695209,"[   0  110 6925 6927 6046 5583 4755 3828 3049 2762 2381 2018 1831 1687
 1393  643   62    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 204 340 528 434 418  78   0
   0   0]","[   0  100 2303 4622 4884 5161 5716 6740 6769 5451 3800 1977 1087  703
  535  152    0    0    0    0]","[    0     0   896 10498 25591 36886 40395 36714 29370 22341 17659 14297
  9778  4076  1155   289    55     0     0     0]","[    47  21887 106711 218615 309137 346343 326098 263141 184088 111324
  62271  31343  12876   4475   1273    320     51      0      0      0]"
4,65,Airplane,1.277251768902326,0.1922076758817889,0.19195986194327785,1.0000526075668246,40.72007520091035,"[   0    0 6762 7221 6286 5525 4822 3797 2958 2583 2140 1975 1985 1824
 1539  583    0    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   1 210 408 409 548 336  90   0
   0   0]","[   0   81 2371 4539 4897 5036 6140 6834 6629 5102 3351 2263 1401  893
  438   25    0    0    0    0]","[    0     0   241  8521 26158 38345 42892 38669 28564 21019 16412 13012
  8666  4491  2051   743   198    18     0     0]","[     0  14765 100723 225584 324214 357331 323780 249177 172850 110391
  65792  34052  14685   5233   1265    154      4      0      0      0]"
5,66,Airplane,1.1764173877573425,0.15598418887558754,0.1563178527163088,1.0082078052360337,81.50933799556188,"[   0    0 7155 6880 5918 5579 4727 3757 3360 2814 2249 1981 1745 1606
 1422  800    7    0    0    0]","[  0   0   0   0   0   0   0   0   0   0  31 207 197 614 574 295  81   3
   0   0]","[   0   62 2407 4364 5067 5424 6159 6098 6113 5453 4002 2239 1500  793
  318    1    0    0    0    0]","[    0     0   394  9871 26825 36586 40983 36994 29437 22100 17709 13930
  9010  3896  1590   558   107    10     0     0]","[     2  17398 102005 219813 319565 357880 328553 254557 173120 109099
  62615  32527  15063   5865   1659    272      7      0      0      0]"
6,67,Airplane,1.3010792723246862,0.23713943566484036,0.2277695748750213,1.0154276257291937,38.248224169295845,"[   0  122 7054 6783 6111 5460 4628 3855 3301 2828 2290 1938 1768 1786
 1366  695   15    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 268 259 496 513 398  68   0
   0   0]","[   0    2 1947 4468 5501 5595 6235 6673 6201 4852 3230 2005 1712 1295
  284    0    0    0    0    0]","[    0     0   525  9588 25506 36826 41526 39341 29928 21989 16546 12326
  8435  4357  2227   715   163     2     0     0]","[     0  14117  97072 220960 323241 364542 337370 256927 169461 100379
  56311  30507  15809   8196   3524   1280    277     27      0      0]"
7,68,Airplane,1.0332965522195268,0.2096602812702111,0.1757517348281148,1.0018005233832121,36.911648637868794,"[   0    0 6871 6993 6261 5769 4589 3776 3176 2656 2220 1938 1848 1700
 1443  751    9    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 184 336 613 446 273 150   0
   0   0]","[   0   22 2210 4276 4807 5706 6800 7055 6173 4435 2973 2351 1894  846
  316  132    4    0    0    0]","[    0     0   127  7661 26607 40100 41991 36021 29207 24441 17742 11479
  6927  3804  2175   962   441   214    97     4]","[     0  11885  95254 222465 327844 367265 335350 255877 167460 101461
  56505  29700  15366   7293   3475   1554    722    344    140     40]"
8,69,Airplane,1.1135958374515829,0.1880925093460893,0.1297915038957343,1.0004644541170986,32.73560744984032,"[   0    5 6891 7576 5852 5353 4482 3778 3340 2653 2264 2099 1936 1783
 1358  612   18    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 192 437 393 502 348 130   0
   0   0]","[   0    0 1812 4923 6032 5401 5439 5739 5752 5782 4266 2691 1281  457
  187  237    1    0    0    0]","[    0     0   104  6582 24544 40181 46406 40934 29269 19495 14003 10880
  7666  5622  2714   925   570   105     0     0]","[     0  16181 102672 224930 320823 355140 321333 250140 176056 112277
  66457  34777  14099   4213    773    120      9      0      0      0]"
9,70,Airplane,0.9499198754122926,0.2435476056770109,0.12690227471917892,1.0017173146469582,54.3858673353021,"[   0   43 6817 7208 6098 5318 4724 4010 3204 2638 2309 2082 1789 1568
 1360  793   39    0    0    0]","[  0   0   0   0   0   0   0   0   0   0   0 214 293 613 528 152 202   0
   0   0]","[   0    3 1894 4528 5352 5767 5941 6233 6403 5816 4245 1519  867  552
  340  255  224   61    0    0]","[    0     0   414  9363 26635 38524 40400 36767 29251 21906 17176 13379
  9242  5177  1575   190     1     0     0     0]","[     8  18851 103031 220923 315164 353528 326418 258823 177687 110585
  61772  31621  14263   5349   1486    395     80     16      0      0]"
